week_date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1959-06-06,0.033060335,0.01556974,0.020722661,0.017223379,0.020728124,0.012279488,0.0710108,0.029424034,0.03254993,0.02560739,0.034485824,0.050262753,0.020320218,0.01576318,0.03651539,0.0148148,0.03670987,0.05258893,0.083587736,0.058810454,0.09381543,0.065008454,0.030086389,0.005397258,0.036457323,0.011282233,0.015728608,0.01025306,0.006509449,0.043426827
1959-06-13,0.03826892,0.013979814,0.02054072,0.023746844,0.02301544,0.012616946,0.08065791,0.029815739,0.030019447,0.020786319,0.038457528,0.05058325,0.015363169,0.015091264,0.03918431,0.0176487,0.034242276,0.04244402,0.08659394,0.050876603,0.09692428,0.06775206,0.02896902,0.0042067603,0.036597688,0.010667014,0.015466966,0.009553735,0.004953024,0.04097636
1959-06-20,0.03746085,0.01906636,0.020593047,0.025334302,0.02285158,0.011624139,0.08407326,0.02144132,0.020958167,0.015179006,0.03694285,0.051343814,0.012946957,0.01446783,0.045346484,0.017381053,0.037126392,0.042617694,0.091453575,0.059747204,0.10067719,0.05673291,0.02505263,0.004895805,0.042637616,0.013382075,0.014670784,0.00930242,0.0025583096,0.042134453
1959-06-27,0.03843578,0.019736297,0.016915185,0.026473045,0.025711736,0.012493473,0.0865184,0.025690626,0.011818164,0.012018425,0.037747625,0.050509743,0.009844192,0.016630687,0.044153355,0.018091835,0.032036114,0.042220656,0.08912405,0.05220084,0.10703237,0.05100011,0.032685835,0.0053289877,0.06964548,0.013867033,0.008056694,0.0103828525,0.0018027001,0.031827778
1959-07-04,0.038960803,0.017638909,0.013096419,0.024997806,0.024536088,0.01359215,0.083044745,0.026299624,0.011403183,0.013067097,0.035105783,0.052566946,0.010630548,0.017686889,0.039674047,0.014630307,0.03933905,0.04485068,0.08937754,0.049680788,0.10751584,0.055498566,0.02916353,0.00546847,0.069150046,0.014362469,0.012498578,0.00908346,0.0027177292,0.03436199
1959-07-11,0.040935107,0.021331312,0.012461664,0.024403566,0.023337718,0.015447084,0.0758429,0.026042573,0.014258653,0.010831956,0.0372305,0.052300055,0.010117197,0.016792037,0.037704743,0.02152115,0.03873851,0.044764977,0.079885766,0.047316466,0.10713972,0.05148798,0.028507091,0.011274086,0.07023226,0.013665419,0.014151542,0.008650993,0.0026040697,0.04102297
1959-07-18,0.038424093,0.02141221,0.01520449,0.025075922,0.02301303,0.0120488405,0.07753772,0.027741529,0.01348643,0.010174939,0.036199607,0.059869394,0.009271828,0.013130872,0.035371676,0.02036224,0.039488237,0.04445515,0.07315388,0.046901558,0.11418116,0.049482506,0.027083144,0.010824681,0.07149296,0.01693649,0.014420117,0.008888494,0.0045390907,0.039827798
1959-07-25,0.038485717,0.020758934,0.016415853,0.024735123,0.026782654,0.010752843,0.07791352,0.029549897,0.015227312,0.010355699,0.03560327,0.04802538,0.011162549,0.012473208,0.040024962,0.01682896,0.03931517,0.04432156,0.0744325,0.051835585,0.10416201,0.057052188,0.024992306,0.010395148,0.07215106,0.018020194,0.014560585,0.008726702,0.008138324,0.03680089
1959-08-01,0.033703823,0.023322329,0.018117465,0.01909869,0.019102465,0.013320385,0.072149344,0.030315604,0.015800975,0.0130461585,0.03233303,0.040587276,0.0121831,0.015579945,0.03799364,0.01555508,0.04726325,0.038465645,0.08086075,0.044279404,0.099897906,0.06702678,0.027145522,0.017874176,0.07454315,0.017616397,0.013369271,0.009812578,0.008916045,0.04071991
1959-08-08,0.030064566,0.02378652,0.017893106,0.019359594,0.01906724,0.013622706,0.0736161,0.03061512,0.011701609,0.011288279,0.03365992,0.040586367,0.01060812,0.015622127,0.038560737,0.014081193,0.049816888,0.04154208,0.07553556,0.04986035,0.10052833,0.060452864,0.027068904,0.017857388,0.07204681,0.019262532,0.011383665,0.010513436,0.009119285,0.050878678
1959-08-15,0.022171816,0.027239474,0.016781313,0.02163721,0.018290106,0.011436719,0.07826221,0.023162248,0.01435436,0.014032798,0.032288026,0.03897459,0.008385075,0.015264065,0.04327789,0.016920002,0.050514538,0.049910154,0.07462985,0.03877218,0.10478642,0.054302078,0.03804109,0.017015686,0.073015824,0.016591258,0.012369956,0.011528079,0.009490922,0.04655413
1959-08-22,0.031548683,0.027519634,0.015352715,0.021021768,0.018654356,0.013439059,0.06869687,0.023140764,0.017023137,0.014755625,0.02647714,0.035199556,0.011656772,0.015979037,0.0398061,0.018003548,0.058357377,0.039691918,0.071520984,0.04035889,0.096527904,0.06589067,0.03793323,0.019010432,0.07625964,0.015067175,0.016721556,0.010763358,0.010043188,0.043578975
